Z,k,E_eV
104,85,12410.0
104,86,13010.0
104,87,13190.0
104,88,13400.0
104,89,13600.0
104,90,15800.0
104,91,16000.0
104,92,16400.0
104,93,16700.0
104,94,33100.0
104,95,33600.0
104,96,34100.0
104,97,34600.0
104,98,42700.0
104,99,43400.0
104,100,44300.0
104,102,174265.0
104,103,177142.0
105,0,6.8
105,1,14.0
105,2,23.1
105,3,33.0
105,4,43.0
105,5,86.0
105,6,98.9
105,7,126.0
105,8,145.1
105,9,172.0
105,10,196.0
105,11,220.9
105,12,254.0
105,13,274.0
105,14,307.0
105,27,838.0
105,28,872.0
105,29,908.0
105,30,948.0
105,31,985.0
105,32,1022.0
105,33,1089.0
105,34,1126.0
105,35,1168.0
105,36,1207.0
105,59,3975.0
105,60,4057.0
105,61,4145.0
105,62,4237.0
105,63,4326.0
105,64,4411.0
105,65,4620.0
105,66,4710.0
105,67,4810.0
105,68,4900.0
105,69,5260.0
105,70,5350.0
105,71,5450.0
105,72,5530.0
105,73,6280.0
105,74,6380.0
105,75,6650.0
105,76,6760.0
105,77,10420.0
105,78,10610.0
105,79,10820.0
105,80,11040.0
105,81,11240.0
105,82,11440.0
105,83,12040.0
105,84,12250.0
105,85,12480.0
105,86,12700.0
105,87,13300.0
105,88,13500.0
105,89,13700.0
105,90,13900.0
105,91,16200.0
105,92,16400.0
105,93,16900.0
105,94,17100.0
105,95,33800.0
105,96,34300.0
105,97,34800.0
105,98,35300.0
105,99,43800.0
105,100,44500.0
105,101,45400.0
105,103,178505.0
105,104,181445.0
106,0,7.8
106,1,17.1
106,2,25.8
106,3,35.5
106,4,47.2
106,5,59.3
106,6,109.0
106,7,122.0
106,8,152.0
106,9,170.0
106,10,200.0
106,11,224.0
106,12,251.0
106,13,285.0
106,14,306.0
106,15,339.0
106,28,885.0
106,29,921.0
106,30,958.0
106,31,998.0
106,32,1036.0
106,33,1073.0
106,34,1143.0
106,35,1181.0
106,36,1223.0
106,37,1263.0
106,60,4095.0
106,61,4178.0
106,62,4267.0
106,63,4360.0
106,64,4450.0
106,65,4540.0
106,66,4750.0
106,67,4840.0
106,68,4940.0
106,69,5030.0
106,70,5410.0
106,71,5490.0
106,72,5590.0
106,73,5680.0
106,74,6460.0
106,75,6570.0
106,76,6840.0
106,77,6950.0
106,78,10680.0
106,79,10870.0
106,80,11080.0
106,81,11300.0
106,82,11510.0
106,83,11710.0
106,84,12320.0
106,85,12540.0
106,86,12780.0
106,87,12990.0
106,88,13600.0
106,89,13800.0
106,90,14000.0
106,91,14200.0
106,92,16600.0
106,93,16800.0
106,94,17300.0
106,95,17500.0
106,96,34500.0
106,97,35000.0
106,98,35600.0
106,99,36100.0
106,100,44900.0
106,101,45700.0
106,102,46600.0
106,104,182833.0
106,105,185835.0
107,0,7.7
107,1,17.5
107,2,26.7
107,3,37.3
107,4,49.0
107,5,62.1
107,6,74.9
107,7,134.0
107,8,148.0
107,9,178.0
107,10,198.0
107,11,228.0
107,12,255.0
107,13,281.0
107,14,318.0
107,15,337.0
107,16,374.0
107,29,934.0
107,30,969.0
107,31,1008.0
107,32,1049.0
107,33,1088.0
107,34,1126.0
107,35,1197.0
107,36,1237.0
107,37,1280.0
107,38,1320.0
107,61,4216.0
107,62,4301.0
107,63,4390.0
107,64,4486.0
107,65,4580.0
107,66,4660.0
107,67,4890.0
107,68,4980.0
107,69,5080.0
107,70,5170.0
107,71,5550.0
107,72,5640.0
107,73,5740.0
107,74,5830.0
107,75,6650.0
107,76,6760.0
107,77,7040.0
107,78,7140.0
107,79,10930.0
107,80,11130.0
107,81,11340.0
107,82,11560.0
107,83,11780.0
107,84,11980.0
107,85,12610.0
107,86,12830.0
107,87,13070.0
107,88,13300.0
107,89,13900.0
107,90,14100.0
107,91,14300.0
107,92,14500.0
107,93,17000.0
107,94,17300.0
107,95,17700.0
107,96,18000.0
107,97,35200.0
107,98,35700.0
107,99,36300.0
107,100,36800.0
107,101,46100.0
107,102,46900.0
107,103,47800.0
107,105,187260.0
107,106,190329.0
108,0,7.6
108,1,18.2
108,2,29.3
108,3,37.7
108,4,51.2
108,5,64.0
108,6,78.1
108,7,91.7
108,8,159.9
108,9,173.9
108,10,206.1
108,11,227.0
108,12,258.0
108,13,285.0
108,14,314.0
108,15,351.0
108,16,371.0
108,17,409.0
108,30,984.0
108,31,1020.0
108,32,1060.0
108,33,1101.0
108,34,1140.0
108,35,1180.0
108,36,1253.0
108,37,1294.0
108,38,1338.0
108,39,1379.0
108,62,4339.0
108,63,4425.0
108,64,4516.0
108,65,4610.0
108,66,4700.0
108,67,4790.0
108,68,5020.0
108,69,5110.0
108,70,5220.0
108,71,5310.0
108,72,5700.0
108,73,5780.0
108,74,5880.0
108,75,5980.0
108,76,6840.0
108,77,6950.0
108,78,7230.0
108,79,7340.0
108,80,11200.0
108,81,11390.0
108,82,11610.0
108,83,11830.0
108,84,12040.0
108,85,12250.0
108,86,12910.0
108,87,13130.0
108,88,13400.0
108,89,13600.0
108,90,14200.0
108,91,14400.0
108,92,14600.0
108,93,14800.0
108,94,17500.0
108,95,17700.0
108,96,18200.0
108,97,18400.0
108,98,35900.0
108,99,36400.0
108,100,37000.0
108,101,37500.0
108,102,47300.0
108,103,48100.0
108,104,49000.0
108,106,191784.0
108,107,194911.0
109,4,50.0
109,7,94.0
109,8,109.0
109,9,187.0
109,10,202.0
109,11,235.9
109,12,257.0
109,13,289.0
109,14,318.0
109,15,346.0
109,16,386.0
109,17,406.0
109,18,445.0
109,31,1035.0
109,32,1072.0
109,33,1112.0
109,34,1154.0
109,35,1195.0
109,36,1234.0
109,37,1311.0
109,38,1352.0
109,39,1397.0
109,40,1439.0
109,63,4464.0
109,64,4551.0
109,65,4640.0
109,66,4740.0
109,67,4830.0
109,68,4920.0
109,69,5160.0
109,70,5250.0
109,71,5360.0
109,72,5450.0
109,73,5840.0
109,74,5930.0
109,75,6030.0
109,76,6130.0
109,77,7030.0
109,78,7150.0
109,79,7430.0
109,80,7550.0
109,81,11460.0
109,82,11660.0
109,83,11870.0
109,84,12100.0
109,85,12320.0
109,86,12530.0
109,87,13200.0
109,88,13400.0
109,89,13700.0
109,90,13900.0
109,91,14500.0
109,92,14700.0
109,93,14900.0
109,94,15100.0
109,95,17900.0
109,96,18200.0
109,97,18700.0
109,98,18900.0
109,99,36700.0
109,100,37200.0
109,101,37800.0
109,102,38300.0
109,103,48500.0
109,104,49400.0
109,105,50300.0
109,107,196392.0
109,108,199605.0
110,5,65.0
110,8,112.9
110,9,128.0
110,10,216.0
110,11,231.0
110,12,266.0
110,13,288.0
110,14,322.0
110,15,352.0
110,16,380.0
110,17,422.0
110,18,442.0
110,19,483.0
110,32,1087.0
110,33,1125.0
110,34,1165.0
110,35,1208.0
110,36,1250.0
110,37,1290.0
110,38,1369.0
110,39,1412.0
110,40,1457.0
110,41,1500.0
110,64,4590.0
110,65,4680.0
110,66,4770.0
110,67,4870.0
110,68,4960.0
110,69,5060.0
110,70,5300.0
110,71,5400.0
110,72,5500.0
110,73,5600.0
110,74,5990.0
110,75,6080.0
110,76,6190.0
110,77,6280.0
110,78,7230.0
110,79,7350.0
110,80,7640.0
110,81,7750.0
110,82,11730.0
110,83,11930.0
110,84,12140.0
110,85,12380.0
110,86,12600.0
110,87,12810.0
110,88,13500.0
110,89,13700.0
110,90,14000.0
110,91,14200.0
110,92,14800.0
110,93,15000.0
110,94,15300.0
110,95,15500.0
110,96,18400.0
110,97,18600.0
110,98,19100.0
110,99,19400.0
110,100,37400.0
110,101,37900.0
110,102,38500.0
110,103,39100.0
110,104,49800.0
110,105,50700.0
110,106,51600.0
110,108,201112.0
110,109,204394.0
