Z,A,El,mass_MeV,estimated
68,175,Er,162962.8159865306,True
69,175,Tm,162959.15736645946,False
70,175,Yb,162956.7723596447,False
71,175,Lu,162956.30224388617,False
72,175,Hf,162956.98615617107,False
73,175,Ta,162959.05927081555,False
74,175,W,162961.83512324077,False
75,175,Re,162966.17961173443,False
76,175,Os,162971.3625566996,False
77,175,Ir,162978.07340349612,False
78,175,Pt,162985.75923585473,False
79,175,Au,162994.0642323432,False
80,175,Hg,163003.49847913202,False
66,176,Dy,163909.3518557165,True
67,176,Ho,163903.57193481099,True
68,176,Er,163896.33143115285,True
69,176,Tm,163893.5906960553,False
70,176,Yb,163889.4706976403,False
71,176,Lu,163889.57969176525,False
72,176,Hf,163888.38559084546,False
73,176,Ta,163891.59664663026,False
74,176,W,163892.32041754783,False
75,176,Re,163897.89913572723,False
76,176,Os,163900.83083643072,False
77,176,Ir,163909.080101627,False
78,176,Pt,163914.0281051497,False
79,176,Au,163924.44105416205,False
80,176,Hg,163931.17738663722,False
81,176,Tl,163943.5467527129,False
67,177,Ho,164838.17629603893,True
68,177,Er,164831.59808468766,True
69,177,Tm,164826.88658751763,True
70,177,Yb,164823.46971811086,False
71,177,Lu,164822.07222545383,False
72,177,Hf,164821.57537581454,False
73,177,Ta,164822.7413828722,False
74,177,W,164824.75439751716,False
75,177,Re,164828.1869532846,False
76,177,Os,164832.4996778294,False
77,177,Ir,164838.4087038175,False
78,177,Pt,164845.08569080342,False
79,177,Au,164852.91039030277,False
80,177,Hg,164861.68030481273,False
81,177,Tl,164871.11602336224,False
67,178,Ho,165773.82020468524,True
68,178,Er,165765.6901241593,True
69,178,Tm,165761.70984985968,True
70,178,Yb,165756.2730913815,False
71,178,Lu,165755.61234535486,False
72,178,Hf,165753.51486282467,False
73,178,Ta,165755.35147111656,True
74,178,W,165755.5431632879,False
75,178,Re,165760.2967733063,False
76,178,Os,165762.40598334724,False
77,178,Ir,165769.6959120824,False
78,178,Pt,165773.9527376661,False
79,178,Au,165783.64719733247,False
80,178,Hg,165789.63487868258,False
81,178,Tl,165801.33654047071,True
82,178,Pb,165809.52360049088,False
68,179,Er,166701.36477211094,True
69,179,Tm,166695.54386546495,True
70,179,Yb,166690.80442347183,True
71,179,Lu,166688.38531465796,False
72,179,Hf,166686.98129222725,False
73,179,Ta,166687.08687708378,False
74,179,W,166688.14907843867,False
75,179,Re,166690.86001503989,False
76,179,Os,166694.42419092395,False
77,179,Ir,166699.3626093723,False
78,179,Pt,166705.1762037896,False
79,179,Au,166712.45575568048,False
80,179,Hg,166720.51140051268,False
81,179,Tl,166729.17469620766,False
82,179,Pb,166739.49593962563,False
68,180,Er,167635.7586156718,True
69,180,Tm,167630.76860176513,True
70,180,Yb,167624.21833523692,True
71,180,Lu,167622.26195543338,False
72,180,Hf,167619.15895296444,False
73,180,Ta,167620.00479618416,False
74,180,W,167619.30218881258,False
75,180,Re,167623.10106395071,False
76,180,Os,167624.58223272295,False
77,180,Ir,167630.96089940763,False
78,180,Pt,167634.5085599013,False
79,180,Au,167643.312781339,False
80,180,Hg,167648.68792148234,False
81,180,Tl,167659.54799697877,False
82,180,Pb,167666.99736024454,False
69,181,Tm,168564.99291339933,True
70,181,Yb,168559.34433316227,True
71,181,Lu,168555.6351236464,False
72,181,Hf,168553.02957628798,False
73,181,Ta,168551.99346608287,False
74,181,W,168552.19859039917,False
75,181,Re,168553.9151197863,False
76,181,Os,168556.8825619185,False
77,181,Ir,168560.9695016078,False
78,181,Pt,168566.05103481002,False
79,181,Au,168572.56139613088,False
80,181,Hg,168579.7714026721,False
81,181,Tl,168587.63378110793,False
82,181,Pb,168597.32190661435,False
69,182,Tm,169500.43655081358,True
70,182,Yb,169493.02651522882,True
71,182,Lu,169490.1565818993,True
72,182,Hf,169485.87699991468,False
73,182,Ta,169485.4959536222,False
74,182,W,169483.68049024642,False
75,182,Re,169486.4804963137,False
76,182,Os,169487.31752759923,False
77,182,Ir,169492.8749518234,False
78,182,Pt,169495.7582148336,False
79,182,Au,169503.62266118632,False
80,182,Hg,169508.3497515676,False
81,182,Tl,169518.5994189788,False
82,182,Pb,169525.10207684344,False
70,183,Yb,170428.42078345566,True
71,183,Lu,170423.70462881512,False
72,183,Hf,170420.13719270166,False
73,183,Ta,170418.12719609757,False
74,183,W,170417.05507433054,False
75,183,Re,170417.61107384533,False
76,183,Os,170419.75697543897,False
77,183,Ir,170423.21860313727,False
78,183,Pt,170427.6475408863,False
79,183,Au,170433.22924916178,False
80,183,Hg,170439.61608504973,False
81,183,Tl,170446.83347833916,False
82,183,Pb,170455.84072823144,False
70,184,Yb,171362.3144146835,True
71,184,Lu,171358.61452010868,True
72,184,Hf,171353.41538577602,False
73,184,Ta,171352.075384935,False
74,184,W,171349.2093918255,False
75,184,Re,171350.6950224545,False
76,184,Os,171350.66227112187,False
77,184,Ir,171355.3039900687,False
78,184,Pt,171357.58235012367,False
79,184,Au,171364.59612811726,False
80,184,Hg,171368.57004962713,False
81,184,Tl,171378.0314867288,False
82,184,Pb,171383.86325459607,False
83,184,Bi,171396.16956783595,True
70,185,Yb,172297.92851551852,True
71,185,Lu,172292.44853571395,True
72,185,Hf,172288.08914331466,False
73,185,Ta,172285.01457004572,False
74,185,W,172283.02107020217,False
75,185,Re,172282.58990021207,False
76,185,Os,172283.60303045763,False
77,185,Ir,172286.07339007698,False
78,185,Pt,172289.72079495914,False
79,185,Au,172294.5507968089,False
80,185,Hg,172300.22529121191,False
81,185,Tl,172306.65119396252,False
82,185,Pb,172314.867735771,False
83,185,Bi,172324.1733618542,True
71,186,Lu,173227.58291708623,True
72,186,Hf,173221.47883623306,False
73,186,Ta,173219.2954420018,False
74,186,W,173215.39444716522,False
75,186,Re,173215.97572742993,False
76,186,Os,173214.9030095067,False
77,186,Ir,173218.7306957574,False
78,186,Pt,173220.03859731168,False
79,186,Au,173226.18819096664,False
80,186,Hg,173229.36398969972,False
81,186,Tl,173238.02010357514,False
82,186,Pb,173243.2221441694,False
83,186,Bi,173254.75754357516,False
84,186,Po,173262.00457700694,False
71,187,Lu,174161.62745035865,True
72,187,Hf,174156.39711097357,True
73,187,Ta,174152.50160263723,False
74,187,W,174149.49310024502,False
75,187,Re,174148.1805971099,False
76,187,Os,174148.17812865053,False
77,187,Ir,174149.84777593944,False
78,187,Pt,174152.7117849665,False
79,187,Au,174156.36836506554,False
80,187,Hg,174161.27864307706,False
81,187,Tl,174166.95255995373,False
82,187,Pb,174174.4101948871,False
83,187,Bi,174183.01387495952,False
84,187,Po,174192.22095828157,False
71,188,Lu,175097.0710877729,True
72,188,Hf,175090.06159465222,True
73,188,Ta,175086.9811436555,True
74,188,W,175082.22336985843,False
75,188,Re,175081.8743669631,False
76,188,Os,175079.75395104813,False
77,188,Ir,175082.54629091895,False
78,188,Pt,175083.07028429638,False
79,188,Au,175088.51993465293,False
80,188,Hg,175090.69289615023,False
81,188,Tl,175098.55484609876,False
82,188,Pb,175103.0802214322,False
83,188,Bi,175113.69645040255,False
84,188,Po,175120.34687117668,False
72,189,Hf,176025.23509877676,True
73,189,Ta,176020.42579472598,True
74,189,W,176016.57592960066,True
75,189,Re,176014.40625627755,False
76,189,Os,176013.39854732767,False
77,189,Ir,176013.93570271676,False
78,189,Pt,176015.9159473992,False
79,189,Au,176018.8033928179,False
80,189,Hg,176022.7589732089,False
81,189,Tl,176027.76924711227,False
82,189,Pb,176034.5413303311,False
83,189,Bi,176042.32068469757,False
84,189,Po,176050.9633571131,False
72,190,Hf,176959.07936081718,True
73,190,Ta,176955.15963363418,True
74,190,W,176949.5106249098,False
75,190,Re,176948.2964409772,False
76,190,Os,176945.17163223133,False
77,190,Ir,176947.12584165364,False
78,190,Pt,176946.57295332913,False
79,190,Au,176951.04591348942,False
80,190,Hg,176952.5088342922,False
81,190,Tl,176959.51322282525,False
82,190,Pb,176963.46285096894,False
83,190,Bi,176973.283546716,False
84,190,Po,176979.31675018292,False
73,191,Ta,177888.8539251241,True
74,191,W,177884.1973861061,False
75,191,Re,177881.02315228316,False
76,191,Os,177878.97831779966,False
77,191,Ir,177878.66473031006,False
78,191,Pt,177879.6752244273,False
79,191,Au,177881.57564938013,False
80,191,Hg,177884.78171235658,False
81,191,Tl,177889.0906084606,False
82,191,Pb,177895.08231386522,False
83,191,Bi,177902.13420859748,False
84,191,Po,177910.30482774673,False
85,191,At,177919.2374742764,False
73,192,Ta,178823.76754239408,True
74,192,W,178817.24801517124,True
75,192,Re,178815.27883663875,False
76,192,Os,178810.98535676207,False
77,192,Ir,178812.03203011028,False
78,192,Pt,178810.57913218404,False
79,192,Au,178814.09547584597,False
80,192,Hg,178814.8561805047,False
81,192,Tl,178820.9954159453,False
82,192,Pb,178824.31581050783,False
83,192,Bi,178833.3331205364,False
84,192,Po,178838.80117721646,False
85,192,At,178849.79340378122,False
73,193,Ta,179757.5521888119,True
74,193,W,179752.17187887634,True
75,193,Re,179748.13012596595,False
76,193,Os,179744.96735883542,False
77,193,Ir,179743.82545884512,False
78,193,Pt,179743.8820843716,False
79,193,Au,179744.9569354164,False
80,193,Hg,179747.29959650929,False
81,193,Tl,179750.88454471188,False
82,193,Pb,179756.13250796535,False
83,193,Bi,179762.47720306015,False
84,193,Po,179770.0364640001,False
85,193,At,179778.29443866626,False
86,193,Rn,179787.40468386147,False
73,194,Ta,180692.72569293648,True
74,194,W,180685.44606652608,True
75,194,Re,180682.59569457266,True
76,194,Os,180677.42068593728,False
77,194,Ir,180677.32408999885,False
78,194,Pt,180675.0957604921,False
79,194,Au,180677.6439184989,False
80,194,Hg,180677.6719098967,False
81,194,Tl,180682.91836412976,False
82,194,Pb,180685.64799581762,False
83,194,Bi,180693.83284819676,False
84,194,Po,180698.85124472875,False
85,194,At,180709.13937353136,False
86,194,Rn,180715.58048758065,False
74,195,W,181620.61025570962,True
75,195,Re,181615.78977372957,True
76,195,Os,181611.83837574715,False
77,195,Ir,181609.657645589,False
78,195,Pt,181608.55608860828,False
79,195,Au,181608.78290742225,False
80,195,Hg,181610.3366209552,False
81,195,Tl,181613.19467773498,False
82,195,Pb,181617.61192523298,False
83,195,Bi,181623.32439665054,False
84,195,Po,181630.23331635303,False
85,195,At,181637.87967199154,False
86,195,Rn,181646.4002534751,False
74,196,W,182554.10427596752,True
75,196,Re,182550.4844898855,True
76,196,Os,182544.5669500413,False
77,196,Ir,182543.40854397553,False
78,196,Pt,182540.19952816278,False
79,196,Au,182541.70535358397,False
80,196,Hg,182541.01812518004,False
81,196,Tl,182545.34746757962,False
82,196,Pb,182547.49583763262,False
83,196,Bi,182554.83503309087,False
84,196,Po,182559.37534027474,False
85,196,At,182568.93089554054,False
86,196,Rn,182574.8192423596,False
74,197,W,183489.46780488896,True
75,197,Re,183483.98782508442,True
76,197,Os,183479.25862952645,True
77,197,Ir,183476.07404680405,False
78,197,Pt,183473.91840178208,False
79,197,Au,183473.1984220455,False
80,197,Hg,183473.79794096478,False
81,197,Tl,183475.98395269446,False
82,197,Pb,183479.59278440577,False
83,197,Bi,183484.6509743658,False
84,197,Po,183490.9450893308,False
85,197,At,183497.98291850212,False
86,197,Rn,183505.84853853742,False
87,197,Fr,183514.59213833898,False
75,198,Re,184418.84182673186,True
76,198,Os,184412.2319445811,True
77,198,Ir,184410.1221104391,True
78,198,Pt,184405.92825385675,False
79,198,Au,184406.25148231027,False
80,198,Hg,184404.87795699647,False
81,198,Tl,184408.30351724318,False
82,198,Pb,184409.76483587612,False
83,198,Bi,184416.45842208693,False
84,198,Po,184420.35899775117,False
85,198,At,184429.12352822523,False
86,198,Rn,184434.60195243458,False
87,198,Fr,184445.40997604062,False
75,199,Re,185352.5966653384,True
76,199,Os,185347.05613841725,True
77,199,Ir,185342.92784038978,False
78,199,Pt,185339.93767911644,False
79,199,Au,185338.23262573662,False
80,199,Hg,185337.78031083042,False
81,199,Tl,185339.2669847328,False
82,199,Pb,185342.09464686,False
83,199,Bi,185346.5287637162,False
84,199,Po,185352.0875479218,False
85,199,At,185358.5029993086,False
86,199,Rn,185365.7665295009,False
87,199,Fr,185374.09776617825,False
76,200,Os,186280.2707104444,True
77,200,Ir,186277.25080656435,True
78,200,Pt,186272.22129730773,False
79,200,Au,186271.5803827906,False
80,200,Hg,186269.31721540442,False
81,200,Tl,186271.7732486445,False
82,200,Pb,186272.5696202124,False
83,200,Bi,186278.44990960747,False
84,200,Po,186281.8787952881,False
85,200,At,186289.83258124022,False
86,200,Rn,186294.82002422318,False
87,200,Fr,186304.95405595642,False
76,201,Os,187215.47495387436,True
77,201,Ir,187210.47469353257,True
78,201,Pt,187206.57387567987,False
79,201,Au,187203.91387317615,False
80,201,Hg,187202.65205263515,False
81,201,Tl,187203.133802755,False
82,201,Pb,187205.0435519638,False
83,201,Bi,187208.88557390877,False
84,201,Po,187213.7934114057,False
85,201,At,187219.5251368064,False
86,201,Rn,187226.2071724903,False
87,201,Fr,187233.90315813464,False
88,201,Ra,187242.25139457933,False
76,202,Os,188149.27823017424,True
77,202,Ir,188145.16847819436,True
78,202,Pt,188139.11656101095,False
79,202,Au,188137.45570702635,False
80,202,Hg,188134.4633753717,False
81,202,Tl,188135.82826573518,False
82,202,Pb,188135.86807779313,False
83,202,Bi,188141.05783198014,False
84,202,Po,188143.8671157287,False
85,202,At,188151.21357684096,False
86,202,Rn,188155.53412593622,False
87,202,Fr,188164.91021954824,False
88,202,Ra,188170.88358383402,False
76,203,Os,189086.03247979062,True
77,203,Ir,189078.93263174198,True
78,203,Pt,189073.7926472848,True
79,203,Au,189070.1593452234,False
80,203,Hg,189068.03358253225,False
81,203,Tl,189067.54147419793,False
82,203,Pb,189068.51630140602,False
83,203,Bi,189071.77789074584,False
84,203,Po,189075.9919700652,False
85,203,At,189081.1401796153,False
86,203,Rn,189087.11874163814,False
87,203,Fr,189094.1791968012,False
88,203,Ra,189101.90411465234,False
77,204,Ir,190015.2267232717,True
78,204,Pt,190007.17675123864,True
79,204,Au,190004.406487778,True
80,204,Hg,190000.10673894608,False
81,204,Tl,190000.45082355256,False
82,204,Pb,189999.6870729081,False
83,204,Bi,190004.15096031583,False
84,204,Po,190006.45584000793,False
85,204,At,190012.92163865094,False
86,204,Rn,190016.82676932134,False
87,204,Fr,190025.40419988995,False
88,204,Ra,190030.85798608031,False
77,205,Ir,190950.69085355624,True
78,205,Pt,190943.47084276838,True
79,205,Au,190937.72072967415,True
80,205,Hg,190934.00327643554,False
81,205,Tl,190932.470186182,False
82,205,Pb,190932.52083151633,False
83,205,Bi,190935.2254246427,False
84,205,Po,190938.76959203347,False
85,205,At,190943.30647131905,False
86,205,Rn,190948.58122434298,False
87,205,Fr,190954.98117566787,False
88,205,Ra,190962.094847089,False
89,205,Ac,190970.39768251116,False
78,206,Pt,191878.544677024,True
79,206,Au,191873.59471736374,True
80,206,Hg,191866.839363779,False
81,206,Tl,191865.53179756258,False
82,206,Pb,191863.99959222847,False
83,206,Bi,191867.75689478483,False
84,206,Po,191869.59642796815,False
85,206,At,191875.3457027177,False
86,206,Rn,191878.65217144342,False
87,206,Fr,191886.53823777428,False
88,206,Ra,191891.35070890503,False
89,206,Ac,191901.26984494887,False
78,207,Pt,192815.13964114882,True
79,207,Au,192808.63874380806,True
80,207,Hg,192802.79175532717,False
81,207,Tl,192798.2447600156,False
82,207,Pb,192796.82723092043,False
83,207,Bi,192799.22464523668,False
84,207,Po,192802.1334963898,False
85,207,At,192806.05171455236,False
86,207,Rn,192810.64445553927,False
87,207,Fr,192816.43017965302,False
88,207,Ra,192822.79318792184,False
89,207,Ac,192830.42542210978,False
78,208,Pt,193750.273091027,True
79,208,Au,193744.86297328013,True
80,208,Hg,193737.50789584743,False
81,208,Tl,193734.0231764103,False
82,208,Pb,193729.0247790567,False
83,208,Bi,193731.90315172283,False
84,208,Po,193733.30409090803,False
85,208,At,193738.30340112583,False
86,208,Rn,193741.11791055632,False
87,208,Fr,193748.1083732525,False
88,208,Ra,193752.50123423492,False
89,208,Ac,193761.53415610467,False
90,208,Th,193767.46133691285,False
79,209,Au,194680.0374088988,True
80,209,Hg,194673.65760579132,True
81,209,Tl,194668.62261003445,False
82,209,Pb,194664.6528243584,False
83,209,Bi,194664.00880796587,False
84,209,Po,194665.90138973837,False
85,209,At,194669.38363140117,False
86,209,Rn,194673.32634785865,False
87,209,Fr,194678.48526027592,False
88,209,Ra,194684.1256433649,False
89,209,Ac,194691.1122869353,False
90,209,Th,194698.6626334767,True
79,210,Au,195616.44141673268,True
80,210,Hg,195608.46130675724,True
81,210,Tl,195604.51451035563,False
82,210,Pb,195599.0330774203,False
83,210,Bi,195598.96959609722,False
84,210,Po,195597.80844212385,False
85,210,At,195601.7894057291,False
86,210,Rn,195604.15674210078,False
87,210,Fr,195610.41799395383,False
88,210,Ra,195614.20434049628,False
89,210,Ac,195622.5255822419,False
90,210,Th,195627.8210237498,False
80,211,Hg,196544.8653145911,True
81,211,Tl,196539.17761160168,False
82,211,Pb,196534.7625903746,False
83,211,Bi,196533.3964890688,False
84,211,Po,196532.823117189,False
85,211,At,196533.60841329204,False
86,211,Rn,196536.50027399274,False
87,211,Fr,196541.1152870037,False
88,211,Ra,196546.08747211323,False
89,211,Ac,196552.3990898524,False
90,211,Th,196559.1320037442,False
91,211,Pa,196567.3078299455,False
80,212,Hg,197479.76961692004,True
81,212,Tl,197475.19877535946,True
82,212,Pb,197469.20078236962,False
83,212,Bi,197468.63176988222,False
84,212,Po,197466.38030206197,False
85,212,At,197468.1215626175,False
86,212,Rn,197468.09048797426,False
87,212,Fr,197473.23371403085,False
88,212,Ra,197476.55094151347,False
89,212,Ac,197484.04931068397,False
90,212,Th,197488.8605988172,False
91,212,Pa,197498.34622682072,False
80,213,Hg,198416.4437580436,True
81,213,Tl,198410.02762666612,False
82,213,Pb,198405.04021162802,False
83,213,Bi,198403.01214403834,False
84,213,Po,198401.59029281052,False
85,213,At,198401.66429070203,False
86,213,Rn,198402.54785943285,False
87,213,Fr,198404.68961587772,False
88,213,Ra,198408.58937182717,False
89,213,Ac,198414.38483936925,False
90,213,Th,198420.3639230288,False
91,213,Pa,198427.89800568318,False
80,214,Hg,199351.50827735817,True
81,214,Tl,199346.2024869508,True
82,214,Pb,199339.55489791874,False
83,214,Bi,199338.53712883257,False
84,214,Po,199335.26793850082,False
85,214,At,199336.35876466948,False
86,214,Rn,199335.41825370415,False
87,214,Fr,199338.77958743248,False
88,214,Ra,199339.83065743282,False
89,214,Ac,199346.17118874897,False
90,214,Th,199350.43284878705,False
91,214,Pa,199359.19780774837,False
80,215,Hg,200288.34170397324,True
81,215,Tl,200281.26234879487,True
82,215,Pb,200275.57426389292,False
83,215,Bi,200272.8612873196,False
84,215,Po,200270.69024470015,False
85,215,At,200269.97543475582,False
86,215,Rn,200270.0630231463,False
87,215,Fr,200271.5501534808,False
88,215,Ra,200273.76400756917,False
89,215,Ac,200277.26256900872,False
90,215,Th,200282.153453313,False
91,215,Pa,200289.03655199893,False
92,215,U,200296.121328473,False
80,216,Hg,201223.64654876624,True
81,216,Tl,201217.59649457101,True
82,216,Pb,201210.2358281737,True
83,216,Bi,201208.60010589997,False
84,216,Po,201204.5084528505,False
85,216,At,201204.98279759227,False
86,216,Rn,201202.97943322622,False
87,216,Fr,201205.69714178954,False
88,216,Ra,201206.01758507572,False
89,216,Ac,201210.87585777146,False
90,216,Th,201213.02465631175,False
91,216,Pa,201220.54991771697,False
92,216,U,201225.7925435093,False
81,217,Tl,202152.87991499965,True
82,217,Pb,202146.48055051605,True
83,217,Bi,202142.9501878679,False
84,217,Po,202140.10367230006,False
85,217,At,202138.61481870146,False
86,217,Rn,202137.8787893215,False
87,217,Fr,202138.53488719254,False
88,217,Ra,202140.10975495653,False
89,217,Ac,202142.9225411229,False
90,217,Th,202146.42600222141,False
91,217,Pa,202151.2749692911,False
92,217,U,202157.1908697057,True
81,218,Tl,203089.424578443,True
82,218,Pb,203081.34386710453,True
83,218,Bi,203078.9303658851,False
84,218,Po,203074.07097539643,False
85,218,At,203073.81454438498,False
86,218,Rn,203070.93173780694,False
87,218,Fr,203072.77376739448,False
88,218,Ra,203072.35987661994,False
89,218,Ac,203076.56517194991,False
90,218,Th,203078.0810668223,False
91,218,Pa,203084.36389207878,False
92,218,U,203087.60897534314,False
82,219,Pb,204017.82798343117,True
83,219,Bi,204013.5282066544,True
84,219,Po,204009.88979069033,False
85,219,At,204007.6044444296,False
86,219,Rn,204006.03776449873,False
87,219,Fr,204005.82536521347,False
88,219,Ra,204006.60227786962,False
89,219,Ac,204008.77797795957,False
90,219,Th,204011.67120795662,False
91,219,Pa,204015.79164417388,False
92,219,U,204020.50438023105,False
93,219,Np,204026.64537619552,False
82,220,Pb,204952.8328871232,True
83,220,Bi,204949.66208119856,True
84,220,Po,204943.96599476226,False
85,220,At,204943.07828088265,False
86,220,Rn,204939.3145230722,False
87,220,Fr,204940.18485527183,False
88,220,Ra,204938.97462087419,False
89,220,Ac,204942.44628076404,False
90,220,Th,204943.392063986,False
91,220,Pa,204948.98092613617,False
92,220,U,204951.7160256944,True
93,220,Np,204959.1775542731,False
83,221,Bi,205884.39685160088,True
84,221,Po,205879.97039162618,False
85,221,At,205876.9793640633,False
86,221,Rn,205874.66798254236,False
87,221,Fr,205873.47388162263,False
88,221,Ra,205873.16050837666,False
89,221,Ac,205874.72768199941,False
90,221,Th,205877.13655369307,False
91,221,Pa,205880.57156860494,False
92,221,U,205884.7166242113,False
93,221,Np,205890.1069104487,True
94,221,Pu,205896.12622533852,True
83,222,Bi,206820.6406424491,True
84,222,Po,206814.1770048724,False
85,222,At,206812.64376557982,False
86,222,Rn,206808.06268689907,False
87,222,Fr,206808.06883476014,False
88,222,Ra,206806.01094072932,False
89,222,Ac,206808.31253224722,False
90,222,Th,206808.8937752522,False
91,222,Pa,206813.7550939337,False
92,222,U,206815.96356398615,False
93,222,Np,206822.9653722805,False
94,222,Pu,206826.75031226687,True
83,223,Bi,207755.42478203887,True
84,223,Po,207750.26337321734,True
85,223,At,207746.61284782997,False
86,223,Rn,207743.57457488624,False
87,223,Fr,207741.56716783575,False
88,223,Ra,207740.41807671098,False
89,223,Ac,207741.009892174,False
90,223,Th,207742.570237945,False
91,223,Pa,207745.52245014862,False
92,223,U,207749.23011338426,False
93,223,Np,207753.84342176095,False
94,223,Pu,207759.30538646955,True
95,223,Am,207765.88452931494,True
83,224,Bi,208691.7486813799,True
84,224,Po,208684.5892177087,True
85,224,At,208682.3899601329,False
86,224,Rn,208677.1240376731,False
87,224,Fr,208676.42755021778,False
88,224,Ra,208673.5047732278,False
89,224,Ac,208674.91308053135,False
90,224,Th,208674.67451557677,False
91,224,Pa,208678.54128732005,False
92,224,U,208680.42162926,False
93,224,Np,208686.71118921885,False
94,224,Pu,208689.95928120916,True
95,224,Am,208697.9393911846,True
84,225,Po,209620.75290006414,True
85,225,At,209616.47268466352,True
86,225,Rn,209612.70718495906,False
87,225,Fr,209609.99364017436,False
88,225,Ra,209608.16608600516,False
89,225,Ac,209607.81034840745,False
90,225,Th,209608.48323180224,False
91,225,Pa,209610.52967777054,False
92,225,U,209613.5450452743,False
93,225,Np,209617.79114004594,False
94,225,Pu,209622.47336967132,True
95,225,Am,209628.56347811295,True
84,226,Po,210555.21567418854,True
85,226,At,210552.32711097694,True
86,226,Rn,210546.41434038256,False
87,226,Fr,210545.1876837439,False
88,226,Ra,210541.33471674324,False
89,226,Ac,210541.9763391959,False
90,226,Th,210540.8647872835,False
91,226,Pa,210543.7007397082,False
92,226,U,210544.9959356829,False
93,226,Np,210550.48401948615,False
94,226,Pu,210553.29679633756,True
95,226,Am,210560.63696986463,True
84,227,Po,211491.44176664884,True
85,227,At,211486.59147685755,True
86,227,Rn,211482.04708041452,False
87,227,Fr,211478.84369082618,False
88,227,Ra,211476.338707571,False
89,227,Ac,211475.01076026369,False
90,227,Th,211474.96600197203,False
91,227,Pa,211475.9916142386,False
92,227,U,211478.20627872687,False
93,227,Np,211481.74026488705,False
94,227,Pu,211485.93104753894,True
95,227,Am,211491.34116528576,True
85,228,At,212422.5353266048,True
86,228,Rn,212415.89881303764,False
87,228,Fr,212414.0395694391,False
88,228,Ra,212409.5955414856,False
89,228,Ac,212409.55000073896,False
90,228,Th,212407.4262500751,False
91,228,Pa,212409.5789422607,False
92,228,U,212409.8753436841,False
93,228,Np,212414.4806971012,True
94,228,Pu,212416.7631557302,False
95,228,Am,212423.5050119654,True
85,229,At,213357.0390864697,True
86,229,Rn,213351.51185196938,False
87,229,Fr,213347.81770471318,False
88,229,Ra,213344.71141407004,False
89,229,Ac,213342.83939037245,False
90,229,Th,213341.73496438988,False
91,229,Pa,213342.04629766376,False
92,229,U,213343.36006763086,False
93,229,Np,213345.95082286297,False
94,229,Pu,213349.54436875612,False
95,229,Am,213354.32986381766,False
86,230,Rn,214285.81322611068,True
87,230,Fr,214283.13031816698,False
88,230,Ra,214278.15985632152,False
89,230,Ac,214277.4819428586,False
90,230,Th,214274.50606138984,False
91,230,Pa,214275.8170927643,False
92,230,U,214275.2585689005,False
93,230,Np,214278.88017139598,False
94,230,Pu,214280.5757235359,False
95,230,Am,214286.51557266386,True
86,231,Rn,215221.68721380024,True
87,231,Fr,215217.21823111974,False
88,231,Ra,215213.35414207954,False
89,231,Ac,215210.90051209423,False
90,231,Th,215208.95346586156,False
91,231,Pa,215208.5619961501,False
92,231,U,215208.94361065398,False
93,231,Np,215210.76133756037,False
94,231,Pu,215213.44622958647,False
95,231,Am,215217.54765400907,True
96,231,Cm,215222.4072587414,True
87,232,Fr,216152.70458685356,False
88,232,Ra,216147.12870973116,False
89,232,Ac,216145.78618454112,False
90,232,Th,216142.07846541583,False
91,232,Pa,216142.5783051512,False
92,232,U,216141.2412012568,False
93,232,Np,216143.99119540578,True
94,232,Pu,216144.99267266007,False
95,232,Am,216150.05149603612,True
96,232,Cm,216152.96427809438,True
87,233,Fr,217087.0459127769,False
88,233,Ra,217082.4599251222,False
89,233,Ac,217079.43390132592,False
90,233,Th,217076.85750041791,False
91,233,Pa,217075.61526919785,False
92,233,U,217075.04497124857,False
93,233,Np,217076.074393326,False
94,233,Pu,217078.17769769434,False
95,233,Am,217081.41053181124,True
96,233,Cm,217085.41919805112,False
97,233,Bk,217090.8968677503,True
88,234,Ra,218016.55059529754,False
89,234,Ac,218014.46116087638,False
90,234,Th,218010.23292284668,False
91,234,Pa,218009.95883070707,False
92,234,U,218007.76491990738,False
93,234,Np,218009.5747663737,False
94,234,Pu,218009.96994343167,False
95,234,Am,218014.0811112826,True
96,234,Cm,218016.34236910587,False
97,234,Bk,218023.01507121892,True
88,235,Ra,218952.24377998183,True
89,235,Ac,218948.471228867,False
90,235,Th,218945.13182250987,False
91,235,Pa,218943.40296945575,False
92,235,U,218942.0328440955,False
93,235,Np,218942.1571054087,False
94,235,Pu,218943.29640653045,False
95,235,Am,218945.73866297276,False
96,235,Cm,218949.12793220923,True
97,235,Bk,218953.88414109618,True
89,236,Ac,219883.82916882387,False
90,236,Th,219878.86337376386,False
91,236,Pa,219877.94212609658,False
92,236,U,219875.0527524851,False
93,236,Np,219875.98625861478,False
94,236,Pu,219875.50967828717,False
95,236,Am,219878.64913012032,True
96,236,Cm,219880.4609886139,False
97,236,Bk,219886.149520633,True
89,237,Ac,220818.12241102164,True
90,237,Th,220814.05737075867,False
91,237,Pa,220811.62989712777,False
92,237,U,220809.49239761097,False
93,237,Np,220808.9738721039,False
94,237,Pu,220809.19392827063,False
95,237,Am,220810.67232119048,True
96,237,Cm,220813.34941661096,False
97,237,Bk,220817.31201115253,True
98,237,Cf,220822.04052671982,False
90,238,Th,221748.12146540725,True
91,238,Pa,221746.49041923395,False
92,238,U,221742.90410173504,False
93,238,Np,221743.05097041014,False
